地点名称,类型,经度,纬度,情绪权重,地址,POI编码
山铝西山社区卫生服务站,医院,118.037141,36.752962,-0.3,西山五街与矿机路交叉口东180米,B0FFF2CC51
齐盛湖公园,公园,117.989284,36.841662,0.8,中润大道,B0FFFALWFS
孝妇河湿地公园,公园,117.966585,36.799996,0.8,和平路,B0FFH89CNX
八陡老街,公园,117.931293,36.455814,0.8,文姜路,B0GK6HRBYH
张店儿童公园,公园,118.071556,36.801765,0.8,共青团东路30号,B021500B4F
淄博站南广场,公园,118.055173,36.784869,0.8,车站街道昌国东路88号,B0FFKW5FDV
淄博中心广场,公园,118.038484,36.803235,0.8,商场西街153号,B021503ZTE
淄博市植物园,公园,118.029484,36.792359,0.8,世纪路28号,B021504LJ4
红莲湖公园,公园,118.074569,36.934136,0.8,柳泉北路附近,B02150QNLW
淄博人民公园,公园,118.048798,36.810627,0.8,公园街道柳泉路,B0215040LT
淄博动物园,公园,118.150331,36.809505,0.8,杏园街道三零九国道湖田路段玉黛湖风景区东,B021503YM3
九顶山公园,公园,118.149906,36.825267,0.8,四宝山街道四宝山街道荣兰线,B0FFKH3NVQ
火炬公园,公园,118.053802,36.837551,0.8,柳泉路与中润大道交汇处西北角,B021502TP9
文昌湖萌宠动物园,公园,117.862730,36.715628,0.8,萌水镇莲花南路与桃花山路交叉口西南,B0GDR6AFBC
吉祥广场,公园,117.973527,36.655065,0.8,吉祥路748号22-23号,B0FFFPDEGC
淄博北站南广场,公园,118.026710,36.893317,0.8,齐风大道(淄博北站),B0FFL3EJIR
孝妇河湿地公园喷泉广场,公园,117.970314,36.801683,0.8,和平路与天津路交叉路口往东南约140米,B0FFLQ66TG
淄博高新区文体公园,公园,118.070240,36.840741,0.8,四宝山街道政通路165号,B0HRDHYAQ6
天香公园,公园,117.852515,36.813338,0.8,青年路街道机场路595号,B02150429B
孝妇河骑行公园,公园,118.003375,36.747467,0.8,南京路138号,B0KDPDYV5R
莲花山公园,公园,117.894789,36.519279,0.8,安上村,B021503YO9
玉龙湖湿地公园,公园,118.036436,36.876983,0.8,北西五路与齐新大道交叉口,B0FFJOPV78
鲁泰文苑动物园,公园,117.996680,36.642330,0.8,文博路与松龄东路交叉口东南500米,B0FFIZ1P3C
博山人民公园,公园,117.855000,36.496169,0.8,沿河西路62号,B021500B58
太公湖公园,公园,118.364861,36.810869,0.8,临淄大道246号,B0K25UMSY1
齐园,公园,118.292227,36.807527,0.8,辛三路,B02150RZ7O
周村火车站广场,公园,117.860867,36.792197,0.8,马路街周村站旁,B0FFGAV1DA
淄川体育公园,公园,117.975396,36.631220,0.8,将军东路与鲁泰文化路交叉口西北角,B0FFI7KDA1
鲁泰文苑公园,公园,117.994721,36.643395,0.8,松龄东路272号,B02150QNUB
淄博市高新区植物园,公园,118.027440,36.859301,0.8,正承小区南,B0FFI2H7XY
青龙山公园,公园,118.088849,36.826097,0.8,纬一路,B0FFJ51LJG
张相湖湿地公园,公园,117.970065,36.670286,0.8,华夏路与文昌街交叉口东160米,B0FFJJ31QM
金带公园,公园,117.987166,36.820675,0.8,人民西路218号,B0K34L3GQF
淄川南部森林公园,公园,117.967431,36.620843,0.8,文峰路46号,B0FFLBPPSN
世纪广场,公园,117.865179,36.505887,0.8,柳杭路与232省道交叉口北220米,B02150RMC2
民族园,公园,117.846969,36.816491,0.8,电厂路西段,B021504L53
张店市民公园,公园,118.021792,36.804554,0.8,马尚街道张店区政府旁,B0FFHYFYGD
天鹅湖温泉国际慢城,公园,117.894775,37.242389,0.8,广青路323号,B0FFI7YDNP
凯盛南湖湿地公园,公园,118.007744,36.742352,0.8,财富大道3号,B0KUPM43MD
沂源文化苑,公园,118.158000,36.191738,0.8,鲁山路8号,B021504HBQ
红叶柿岩古村广场,公园,117.804885,36.509313,0.8,山东文旅·红叶柿岩旅游区内(西侧),B0H26Z040T
周村人民广场,公园,117.856114,36.799587,0.8,[],B0FFI7F2C6
胜利广场,公园,117.854169,36.781992,0.8,[],B02150QH1D
淦河公园,公园,117.829743,36.808721,0.8,青年西路西段,B021504J9H
白云湖湿地公园,公园,117.831422,36.782527,0.8,周隆路138号,B0I1TUAGT8
胜利山九九乐园,公园,118.177256,36.188270,0.8,新胜街附近,B02150RD8V
淄博市红螺山公园,公园,118.325440,36.789942,0.8,天齐路2号,B0FFL9JJE2
黄河公园,公园,117.896406,37.260764,0.8,安澜湾景区黄河烤鱼东北侧180米,B0FFLBT1D3
泉河风景区,公园,118.048141,36.410821,0.8,源泉镇泉河村,B021500B6A
文昌湖公园,公园,117.870499,36.711934,0.8,萌水镇莲花南路,B0FFIA57PD
西山公园,公园,117.990818,36.634296,0.8,洪山镇淄矿路133号,B021500B56
傅山公园,公园,118.143232,36.875205,0.8,中心路与蟠龙山东路交叉口东南240米,B021503YLR
原山国家森林公园-文姜广场,公园,117.856495,36.482443,0.8,凤凰山路10号甲1号原山国家森林公园内(东侧),B02150492H
运粮河湿地公园,公园,118.307362,36.892481,0.8,231省道附近,B0FFHS2A2S
美瑞口腔,公园,118.050720,36.808419,0.8,柳泉路天健大厦156号,B0JRXM14QU
峨嵋山公园,公园,117.863174,36.486709,0.8,峨嵋山路24号,B021504O8W
淄博天齐渊公园,公园,118.336561,36.795289,0.8,齐王路,B0FFKWMGTD
临淄人民广场,公园,118.308885,36.824891,0.8,临淄大道702号,B021500B7C
新华公园,公园,118.067006,36.795700,0.8,东二路与新村东路交叉口西南,B0FFIK7W5K
稷下文化园,公园,118.274123,36.817480,0.8,辛化路2838号,B0FFGOLE6V
芦湖公园,公园,117.845442,37.171066,0.8,青城路,B02150Q9NS
周村丝绸文化公园,公园,117.912306,36.826751,0.8,姜萌路2017号,B0KDH7MIXY
黄河楼广场,公园,117.889658,37.259927,0.8,黄河楼博物馆东北侧,B0JU3Z1CVB
莲池法治文化公园,公园,118.034230,36.823497,0.8,华光路123号,B021500B50
桓台人民公园,公园,118.093020,36.960254,0.8,中心大街115号,B021500B59
沂源牛郎织女景区-织女洞森林公园,公园,118.261632,36.107310,0.8,燕崖镇,B0FFFH94W4
昆仑广场,公园,117.913940,36.581689,0.8,淄城路与晟地路交叉口南160米,B0FFH68ZIB
夏庄小区广场,公园,118.054937,36.766191,0.8,海岱大道南侧,B0I0ZS9SE5
乌河入湖口湿地公园,公园,118.106519,36.944644,0.8,顺河路与桓台大道交叉口东北240米,B0FFKOBB7F
临淄区铁路主题体育公园,公园,118.285962,36.804468,0.8,杨坡路与辛三路交汇处西南角,B0HUXMKFX2
大学城滨河公园,公园,117.934137,36.812275,0.8,学院东路和滨河西路交汇处,B0HBMMLVC3
法治文化公园,公园,118.070640,36.884022,0.8,四宝山街道柳泉路甜源生活区西,B0FFH1EETS
牛山郊野公园,公园,118.351994,36.781567,0.8,[],B0J36H5QVH
临淄北站站前广场,公园,118.340470,36.904714,0.8,遄台路临淄北站,B0HBMCLYEK
历山公园,公园,118.153721,36.210820,0.8,东鱼台村,B02150R2HP
马桥植物园,公园,117.917271,37.035436,0.8,红辛路,B0FFH9A5GY
临淄齐国故城考古遗址公园,公园,118.344057,36.890173,0.8,古侯路与045乡道交叉口东北20米,B0FFL5R26F
赵瓦湿地公园,公园,117.989471,36.700861,0.8,仁德街与和顺街交叉口南440米,B0FFL786RL
临淄区圃田园,公园,118.304575,36.811855,0.8,雪宫路338号,B0FFG2SCMT
马桥公园,公园,117.917491,37.041940,0.8,马桥镇,B0FFHCXRLX
峨庄国家森林公园,公园,118.150576,36.503571,0.8,太河镇,B02150Q9GB
庵头村健身广场,公园,117.956615,36.735934,0.8,原山大道与双圣路交叉口西160米,B0FFHY7KS8
文体公园,公园,118.080968,36.945162,0.8,桓台大道与玫瑰城路交叉口西北140米,B02150RNAV
市民广场,公园,118.017803,36.804819,0.8,孝妇河湿地公园,B0FFHIG8DR
萌山水库公园,公园,117.861283,36.697633,0.8,正阳西路与花海北路交叉口南460米,B0FFM9P944
淄博市张店区和平喷泉公园,公园,117.970292,36.802271,0.8,天津路南头与和平路西端交汇处丁字路口南侧,B0FFL0ZGOW
文化广场,公园,118.232387,35.998889,0.8,234省道北侧,B0GUU6Y70L
陈庄公园,公园,117.917705,37.008687,0.8,陈庄镇姚辛路40号正西方向100米,B021500B4D
西张游园,公园,118.085153,36.796736,0.8,东四路与新村路交叉口东北,B0FFH48I7Q
桥下公园,公园,117.968623,36.851769,0.8,原山大道与鲁泰大道交叉处,B0H04DAC3K
韶韵广场,公园,117.984430,36.792311,0.8,和平路孝妇河湿地公园(东北角),B0H3SUKK4M
商家公园,公园,118.097382,36.784934,0.8,烟厂东路4号,B02150QJBC
齐祖广场,公园,118.365747,36.810073,0.8,晏婴路(齐文化博物馆南侧约190米),B0FFLD6MZY
小西湖公园,公园,118.036667,36.808819,0.8,北西五路与共青团西路辅路交叉口北80米,B0G0BX5W7Q
晏婴公园,公园,118.292655,36.820218,0.8,化工城西路与晏婴路交叉口南40米,B0FFIMU7BU
房镇体育公园,公园,117.965442,36.864421,0.8,美田路,B0FFIKJWGF
萌山公园,公园,117.894094,36.713084,0.8,湖区萌水镇萌水村,B02150427D
青年公园,公园,118.040537,36.760851,0.8,南定镇西山路21号,B02150RD8F
留仙湖公园,公园,117.957398,36.637300,0.8,沿河街1号,B021504NMD
柳泉湿地公园,公园,117.949355,36.633584,0.8,颐泽将军大道2号甲56号,B02150QZRT
蜂山公园,公园,118.244184,36.747659,0.8,胜利路8号,B0215025JX
文昌湖区总体国家安全观主题公园,公园,117.873194,36.713743,0.8,防汛路1号,B0JU4RGV1H
朱家村体育公园,公园,117.969206,36.663327,0.8,孝妇河东路,B0KROASYYK
小寨游园,公园,117.864398,36.808559,0.8,和阳街与青年路交叉口东北180米,B0FFL5JBD9
城北广场,公园,117.977157,36.653772,0.8,淄城东路与泉龙北路交叉口西南60米,B0FFKJACAB
胜炼公园,公园,118.259219,36.771678,0.8,石槐东路与石槐中路交叉口东北460米,B02150QNV4
凤凰山公园,公园,117.838883,36.741488,0.8,南郊镇周隆路160号,B02150QM8Y
良乡体育运动公园,公园,118.073226,36.777487,0.8,良乡小区内,B02150413E
昆仑党建文化主题广场,公园,117.913821,36.582240,0.8,昆仑镇,B02150Q6M4
虡盛文化公园,公园,118.196724,36.202578,0.8,富源路与新城路交汇处,B0HDH9FEZX
湿地公园,公园,117.896909,36.710040,0.8,航空运动飞行营地东北侧90米,B0H2P7T9DU
红莲湖公园西湖区,公园,118.065928,36.935049,0.8,寿济路263号,B0KU6CXD2E
淄博北站北广场,公园,118.026254,36.898065,0.8,齐桓路,B0FFLF9L94
三玉文化广场,公园,118.075151,36.869877,0.8,文明路与星光路交叉口西南100米,B021500B93
成语公园,公园,117.985906,36.696047,0.8,双杨镇董家村孝妇河东侧,B0IG6HEVPV
崔军广场,公园,118.050063,36.744185,0.8,崔军村,B0FFH9ACAI
唐山镇文体公园,公园,118.049167,36.963014,0.8,中心路与槐荫路交叉口西180米,B0K2SO0F57
希尔顿国际广场(建设中),公园,117.869006,36.821829,0.8,恒星路18号,B0JRSCG0Y8
世纪花园-中心公园,公园,118.020012,36.833157,0.8,环湖路世纪花园,B0FFIW05UK
爱国文体广场,公园,117.837447,36.787943,0.8,周村城南路,B0FFG7QH0V
民法典主题公园,公园,117.828674,36.796596,0.8,和平路297号,B021504L5W
沂河源水景公园,公园,118.154262,36.190032,0.8,沿河西路79号,B021504GWM
北营公园,公园,118.076584,36.860381,0.8,金晶大道与淄博立交交叉口西约100米,B0FFKSHWKF
金山镇文体公园,公园,118.244215,36.735747,0.8,金山镇象山社区,B0JU2H0F31
山铝植物园,公园,118.045320,36.754336,0.8,南定镇生活路附近,B02150Q7TL
文姜公园,公园,117.895912,36.402253,0.8,051县道,B02150Q8M6
太阳山植物园,公园,117.892555,36.534811,0.8,簸箕掌村,B021503YOA
月湖湿地公园,公园,118.002886,36.718887,0.8,月庄村,B0FFIZ80QD
王村人民广场,公园,117.733561,36.683750,0.8,102省道与509省道交叉口东120米,B0FFMCFC42
人和广场,公园,117.970509,36.679533,0.8,孝妇河西路,B0G3CA4NQJ
下湖村文化广场,公园,118.124776,36.787054,0.8,湖光路15号湖田镇,B0FFKH763R
凤凰山广场,公园,117.832022,36.741644,0.8,[],B0GK4SMVUF
怡园,公园,118.333677,36.815041,0.8,晏婴路与花园南路交叉口西南100米,B0FFHVPMCE
和谐广场,公园,117.879887,36.653970,0.8,中心路与楼区东路交叉口西北300米,B0GUJBOBRX
淄博市唐家山文化生态园,公园,118.019602,36.752995,0.8,傅家镇山泉路,B0FFKZKLJH
闻韶园,公园,118.307337,36.816489,0.8,太公路51号,B02150QFRU
奎山公园,公园,117.938323,36.564630,0.8,昆仑镇奎三村村委会,B021503YO8
晏婴公园,公园,118.313557,36.819156,0.8,晏婴路东泰广场,B02150RXPN
山旺村健身广场,公园,117.891360,36.760540,0.8,孟仁路西50米,B0FFKGZGY2
董家灵泉公园,公园,117.981050,36.694829,0.8,双杨玉杰诊所东南侧270米,B0K3LU2HR5
足球主题公园,公园,118.371633,36.804896,0.8,淄水路太公湖御泉湾,B0FFL7NNFG
刘春村文化广场,公园,117.885178,37.255864,0.8,[],B0FFKKD7SX
奎三广场,公园,117.937206,36.563022,0.8,昆仑镇奎三村,B02150QHJD
朱台镇新时代文明实践广场,公园,118.260278,36.938944,0.8,齐峰路与兴武路交叉口东400米,B0G0SZ0JGD
猪龙河生态公园,公园,118.049490,36.804743,0.8,柳泉路与美食街交叉路口往东北约100米,B0G0D64XNL
瑷肯体育公园,公园,118.062260,36.839220,0.8,政通路151号院内球馆(原大球馆),B0K2GLO92E
金乔游园,公园,118.076624,36.814346,0.8,东三路与潘南路交叉口东北240米,B0IDPCQVT6
龙二村文化广场,公园,117.982760,36.579372,0.8,龙泉镇,B0FFHGUHDS
留仙湖公园-淄川健康主题公园,公园,117.956814,36.634343,0.8,将军东路与滨河路交叉口东160米,B0G0Z5X03P
憩园广场,公园,117.861353,36.496955,0.8,城东街道沿河东路特信商城东北100米,B02150RD6J
南博山中村文化广场,公园,117.964417,36.351390,0.8,907省道东50米,B0FFICBBEM
文化广场,公园,118.045338,36.774487,0.8,南定镇山泉路马庄小区文化广场,B0FFG9FQE6
辛店街道中体体育公园,公园,118.309062,36.798078,0.8,辛安路与管仲东路交叉口西360米,B0HB7X3OJ1
颜山公园,公园,117.849791,36.488876,0.8,张家顶路与沿河西路交叉口西360米,B021500B57
中心公园,公园,118.257746,36.765129,0.8,胜利路与大庆二路交叉口西北100米,B02150RYB0
漫泗河湿地公园,公园,118.058967,36.649746,0.8,淄川东立交与509省道交叉口北380米,B0KRK9CH5T
孙庄党建主题公园,公园,118.123778,36.846458,0.8,孙庄社区,B0GRGAPRBB
城标广场,公园,118.100016,36.949576,0.8,渔洋街兴桓路路口,B0FFIAPY5H
文化广场,公园,117.979767,36.723010,0.8,民泰路与北京路交叉口西440米,B0G0LHG91X
周村人民广场-四德主题公园,公园,117.858127,36.799089,0.8,丝绸路周村人民广场(东侧),B0FFI7ECJ1
众益商务广场,公园,117.840236,37.171428,0.8,芦湖路217号,B0215048KP
淄博公园,公园,117.977602,36.785251,0.8,昌国路辅路与天津路交叉口东80米,B0FFMDVXIP
桓台县新时代文明实践中心-健康主题公园,公园,118.084407,36.946436,0.8,少海路天煜信园小区东南侧约230米,B0FFMHAEFI
沂河头村文化广场,公园,118.244623,36.172628,0.8,014乡道西南30米,B0GKZA6SCR
文化广场,公园,118.030663,36.052824,0.8,伟芳综合超市西北侧80米,B0L6KYMVX7
荣耀广场,公园,117.989300,36.829735,0.8,联通路南侧,B0JU4U4RUL
淄博动物园-东北虎园区,公园,118.149612,36.808627,0.8,三零九国道湖田路段淄博动物园(西南角),B0FFL2PRST
九级村新时代文化广场,公园,118.021111,36.817354,0.8,瑞安路与九级南路交叉口东北20米,B0FFKFVILZ
齐林公园,公园,118.062031,36.860615,0.8,裕民路金晶大道126号,B02150Q686
沂河源省级湿地公园,公园,118.150174,36.196341,0.8,沿河西路79号,B02150QETG
黉阳休闲文化广场,公园,118.037958,36.648249,0.8,黉阳路与宏达街交叉口西380米,B0FFJC5R96
海洋王国,公园,118.296117,36.817556,0.8,茂业百货时代店8层,B0KKXH4URA
六点水新世界,公园,118.177816,36.196675,0.8,瑞阳路中房翡翠园对面,B0IGMA43QK
张家坡镇桃花坪村民生广场,公园,118.476809,36.054105,0.8,张家坡镇青兰高速公路北200米,B0HRO7M149
东陈公园,公园,117.880225,36.791882,0.8,西陈路与东过境路交叉口西南40米,B0FFI71AOK
七夕广场,公园,117.977751,36.789213,0.8,孝妇河湿地公园(东南角),B0H3S7M520
山东理工大学大学生艺术广场,公园,117.999815,36.812747,0.8,新村西路266号山东理工大学,B0FFFY2A9C
淄川体育公园东区,公园,117.978905,36.629127,0.8,淄川体育公园,B0FFLD7R3P
玻璃桥广场,公园,118.215201,36.498281,0.8,峨庄乡石沟村潭溪山旅游区内,B0FFM3H7Y1
焦裕禄广场,公园,117.862695,36.493876,0.8,中心路,B02150QEMN
河南村党建文化广场,公园,117.931500,36.500416,0.8,福山茂岭路110号,B0K6THQ79W
宁家村文明实践广场,公园,117.824974,36.733846,0.8,102省道附近,B0FFKKTW4F
明德志愿服务主题公园,公园,117.847624,36.795251,0.8,东门路与站北路交叉口西北侧,B0I3FMOHN4
怡康游园,公园,118.190152,36.796997,0.8,[],B0FFKG1C5B
白云广场,公园,118.049327,36.803891,0.8,柳泉路与美食街交叉口东北40米,B0KRXRCG60
市民广场,公园,117.988128,36.785161,0.8,和平路孝妇河湿地公园(东南角),B0KRVMJIFC
昆山社区文化广场,公园,117.918647,36.593856,0.8,淄川区昆山社区卫生服务站东南侧,B0H1UUY422
铁冶村文化广场,公园,118.187361,36.841286,0.8,铁山路与胜利路交叉口东北380米,B0FFMHJ0TD
涝淄河公园,公园,118.071893,36.871010,0.8,四宝山街道赵王路三玉花园附近,B0FFI7HGBD
凤凰广场,公园,118.010316,36.699943,0.8,双杨镇凤凰村,B02150QHPI
金银山公园,公园,118.053645,36.424029,0.8,源泉镇,B0HUKU991E
齐盛湖公园北门办公区,公园,117.988034,36.844019,0.8,龙泰贵府盛湖路南门对面公园停车场公园内东50米,B0KDAAGRA0
唐家村文化广场,公园,118.013876,36.745709,0.8,淄河大道,B0FFLB73PR
凤凰广场,公园,117.830051,36.488469,0.8,凤凰山西路,B0FFILJJYR
人口文化广场,公园,117.976909,36.635204,0.8,鲁泰文化路般阳生活区,B0FFL6XOY1
茂岭公园,公园,117.914827,36.480506,0.8,八陡镇,B02150QIT1
南营公园,公园,118.068447,36.845105,0.8,鲁泰大道,B0GR2S9TGW
李家村四德文化广场,公园,117.959985,36.766040,0.8,李家幼儿园(李家庄西南生活区西南)东北侧约120米,B0FFKKTTRN
博山区道德主题公园,公园,117.855662,36.495119,0.8,沿河西路与中心路交叉口东北80米,B0FFHK11B8
兰雁广场,公园,118.040105,36.804364,0.8,商场西街137号,B021503ZTF
沂河源,公园,118.150174,36.196341,0.8,螳螂河西路与西台北路交叉口东220米,B0KKV412L8
山水缘广场,公园,117.959894,36.632743,0.8,颐泽将军大道,B0FFH4WS01
太公植物园,公园,118.363590,36.811137,0.8,临淄区档案馆东南侧220米,B0LB4CGRH6
钱裕园文化广场,公园,118.001810,36.816280,0.8,人民西路与重庆路交叉口西100米,B0FFKGN6NI
玉兰广场,公园,117.965491,36.800350,0.8,孝妇河湿地公园(西北角),B0H3S7NT2N
东里滨水运动公园,公园,118.364645,36.014678,0.8,沂河北路与利民巷交叉口东100米,B0J14AS9IB
曹一村法治文化广场,公园,118.098433,36.839591,0.8,宝山路与鲁泰大道交叉口西南340米,B0KUFC53Y5
悦城公园,公园,117.861436,36.815855,0.8,电厂路鸿暻·悦城,B0GR3RLOAL
活力广场,公园,118.063957,36.867657,0.8,张店区高新区柳泉路358号,B02150R3O0
万益农业生态观光园,公园,118.149011,36.531756,0.8,006县道与淄中路交叉口西北40米,B0FFI6MG30
卧虎山森林公园,公园,117.795732,36.597132,0.8,昆仑镇马棚村,B0FFIVQ5Y6
宝塔文化广场,公园,117.997516,36.713892,0.8,孝妇河西路与杨萌路交叉口西南120米,B0FFGMLU9I
长寿山广场,公园,117.823867,36.552209,0.8,银龙村,B0H03CU93G
百家姓主题纪念公园,公园,117.995852,36.885687,0.8,北京路和齐祥交叉口,B0HKBHXGEH
流苏园,公园,117.918142,36.823744,0.8,悬壶路齐鲁医药学院(新校区),B0KRVACY59
西河健身广场,公园,117.944417,36.728492,0.8,034乡道西侧,B0FFL0YEH0
临淄区道德主题公园,公园,118.303875,36.819506,0.8,晏婴路与雪宫路交叉口西南80米,B0FFLJ6RJL
文化广场,公园,118.035266,36.967718,0.8,友谊路,B021503YLD
汇源绿色广场,公园,118.149404,36.200553,0.8,螳螂河东路与229省道交叉口东南140米,B0FFLKEX00
张店区体育馆广场,公园,118.036343,36.797352,0.8,和平路与南西五路交叉口东100米,B0LBTU5U9X
六点水法润自然主题公园,公园,118.174965,36.199727,0.8,沂源县全民健身广场对面,B0KBRRT17L
马耀南故居,旅游景点,117.904552,36.794954,0.9,北旺村,B0FFFRUSPK
周村古商城-三星庙,旅游景点,117.840331,36.799726,0.9,新建中路1号周村古商城内(西北角),B0FFIRBVZ0
九顶莲花山弥陀寺,旅游景点,118.377441,36.004485,0.9,东里镇下柳沟村九顶莲花山文化景区,B0FFHCKBTK
八宝灵山寺,旅游景点,118.125937,36.352686,0.9,大南峪,B0FFGPV3FR
金陵寺,旅游景点,118.200509,36.924832,0.9,朱台镇南高阳村,B02150RD4T
华严寺,旅游景点,117.980377,37.000746,0.9,田庄镇高楼小学西北侧180米,B02150RD4P
普照寺,旅游景点,117.962441,36.639034,0.9,普照寺街22号,B021504HU2
观音古寺,旅游景点,118.161694,36.365494,0.9,池上镇韩庄村,B0FFHWCJ2U
栖真观,旅游景点,118.013277,36.138917,0.9,鲁村镇安平村,B0FFH24EFK
炉神庙,旅游景点,117.858293,36.497091,0.9,琉璃园内(东侧),B02150QLUQ
周村基督教堂,旅游景点,117.847822,36.797957,0.9,丝市街663号,B02150Q5QW
千佛寺,旅游景点,117.840680,36.801278,0.9,新建中路1号周村古商城内(北侧),B0215042MW
花山坊,旅游景点,118.112959,36.821252,0.9,联通路与花山路交叉口东160米,B021502TBE
玉皇宫,旅游景点,117.852755,36.486698,0.9,城西街道颜山公园路43号,B021500B8D
石佛寺,旅游景点,117.862538,36.675462,0.9,石佛寺(长周路东),B021500B62
基督教堂,旅游景点,118.314038,36.844829,0.9,国家庄村附近,B0FFFYIWK6
基督教堂,旅游景点,117.942196,36.664117,0.9,建设路779号,B021504HE0
淄博清真寺,旅游景点,118.046329,36.787624,0.9,铁南路16号(公交东站),B021502WJX
天明寺,旅游景点,118.065457,36.543319,0.9,西河镇洪张路西50米,B0FFHZ7RF4
弥陀寺,旅游景点,118.162099,36.497320,0.9,淄中路,B0FFG4R5R9
碧霞祠,旅游景点,118.117578,36.822273,0.9,四宝山街道102乡道,B02150Q85V
石佛堂寺,旅游景点,118.349201,36.885109,0.9,齐都镇,B0FFHUL28K
张店天主教堂,旅游景点,118.059974,36.789464,0.9,杏园东路10号,B021504106
南庙,旅游景点,117.987152,36.619724,0.9,洪山镇马家村,B02150QLV7
平安殿,旅游景点,117.855097,36.542447,0.9,平安路18号,B021500B65
基督教堂,旅游景点,118.045575,36.962622,0.9,兴唐路79号附近,B0FFI7W0XW
忠亲王祠,旅游景点,117.967651,36.645975,0.9,城里大街185号,B0FFGLS29E
留仙谷清风寺,旅游景点,118.052826,36.603576,0.9,淄中路西100米,B02150RD6K
原山国家森林公园-吕祖庙,旅游景点,117.835220,36.478136,0.9,颜山公园路4号原山国家森林公园,B02150RCYY
二郎庙,旅游景点,118.054265,36.426773,0.9,007县道,B021500B73
淄博沂源唐山佛雕文化园,旅游景点,118.377407,36.004463,0.9,东里镇南,B0FFIYXCTA
齐长城遗址--风门道关,旅游景点,117.761580,36.517788,0.9,001乡道西50米,B0FFG9DVHN
沂源鲁山溶洞群景区,旅游景点,118.040261,36.298894,0.9,南鲁山镇望峰路160号,B0FFG18CTZ
618战备电台旧址,旅游景点,118.001624,36.229969,0.9,鲁村镇峨峪村北,B02150RN01
黑铁山风景区,旅游景点,118.164113,36.842767,0.9,卫固镇太平村,B02150RD9V
汇泉桃花岛,旅游景点,117.933869,36.117701,0.9,鲁村镇,B02150RCZX
周村古商城,旅游景点,117.841013,36.798378,0.9,新建中路1号,B021504JNV
月牙湾,旅游景点,118.386452,36.843008,0.9,齐陵街道,B021504BB7
高青县千乘湖生态文化园,旅游景点,117.846091,37.159320,0.9,清河路千乘湖生态文化园,B021504AHR
正觉寺,旅游景点,117.898886,36.526624,0.9,张博公路安上村莲花山,B0215047U2
姜太公祠,旅游景点,118.320602,36.809275,0.9,桓公路292号,B0215046ZQ
淄博沂源九天洞景区,旅游景点,118.073101,36.271766,0.9,南鲁山镇政府向北3公里望峰路终点,B0215046NX
开元溶洞,旅游景点,118.040406,36.406410,0.9,源泉镇东高村,B021503YOS
琉璃园,旅游景点,117.858090,36.497154,0.9,特色街区·西冶街,B021503YON
淄博市黉山风景名胜旅游区,旅游景点,118.033871,36.659632,0.9,寨里镇东过境路,B021503YND
原山国家森林公园,旅游景点,117.836257,36.480938,0.9,凤凰山路10号甲1号,B021503Q74
樵岭前风景区,旅游景点,117.821669,36.446687,0.9,山头街道樵岭前村,B0215025AR
颜文姜祠,旅游景点,117.855514,36.481729,0.9,泉水路26号,B021500B87
蒲松龄纪念馆,旅游景点,118.011484,36.630581,0.9,蒲家村71号,B021500B85
淄博聊斋城景区,旅游景点,118.016053,36.628690,0.9,洪山镇蒲家村466号,B021500B84
马踏湖国家湿地公园,旅游景点,118.065484,37.069710,0.9,起凤镇旅游路2号,B021500B76
马鞍山旅游区,旅游景点,118.092432,36.478410,0.9,太河镇淄河,B021500B72
鲁山国家森林公园,旅游景点,118.048565,36.309523,0.9,池上镇,B021500B6C
泉河风景区,旅游景点,118.048141,36.410821,0.9,源泉镇泉河村,B021500B6A
金牛山景区,旅游景点,117.905307,36.372450,0.9,石马镇,B021500B69
白石洞旅游风景区,旅游景点,117.819342,36.515991,0.9,西域城村以西(西域城路与滨博高速西侧700米),B021500B66
三台山旅游风景区,旅游景点,117.878120,36.606249,0.9,205国道,B021500B63
王士禛纪念馆,旅游景点,117.943453,36.951600,0.9,新城镇城南村,B021500B5B
四世宫保,旅游景点,117.946244,36.950355,0.9,王渔洋故里景区,B021500B5A
钟楼,旅游景点,117.960268,36.668146,0.9,建设路525号附近,B0215047W7
明德山雾云洞,旅游景点,117.932145,36.417401,0.9,002乡道,B0FFIN941F
淄博潭溪山旅游区,旅游景点,118.206054,36.497949,0.9,太河镇峨庄乡石沟村,B0FFFC8RZN
樵岭前风景区-博山溶洞,旅游景点,117.827216,36.447454,0.9,山头镇樵岭前村008乡道樵岭前风景区内(东侧),B021504IBI
王母祠,旅游景点,118.003392,36.707352,0.9,232省道与宏发路交叉口东南460米,B0FFJMMF64
淄川天主堂,旅游景点,118.001386,36.639336,0.9,淄矿北路与星火路交叉口西北460米,B0FFJ3WAY7
云水瑶风景区,旅游景点,118.230763,36.367618,0.9,淄中路附近,B0FFHYPK0G
马莲台风景区,旅游景点,118.347879,36.774682,0.9,齐王路与莲台路交叉口东南440米,B0FFG9BLOQ
涌泉齐长城,旅游景点,118.134415,36.429842,0.9,太河镇涌泉村,B02150RZNS
灵芝洞,旅游景点,118.079323,36.267212,0.9,望峰路106号,B02150QIW4
沂源牛郎织女景区,旅游景点,118.260858,36.109421,0.9,燕崖镇牛郎村,B021504PBP
云明山风景区,旅游景点,118.175224,36.446787,0.9,太河镇淄中路上端士村东首1号,B0215026EJ
